canonical_smiles,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value,is_inhibitor,data_source,compound_name,activity_type
CCCOC(=O)c1ccccc1,DECOY_000054,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000055,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000056,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000057,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000058,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000059,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000060,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000061,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000062,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000063,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000064,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000065,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000066,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000067,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000068,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000069,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000070,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000071,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000072,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000073,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000074,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000075,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000076,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000077,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000078,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000079,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000080,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000081,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000082,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000083,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000084,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000085,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000086,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000087,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000088,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000089,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000090,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000091,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000092,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000093,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000094,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000095,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000096,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000097,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000098,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000099,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000100,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000101,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000102,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000103,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000104,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000105,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000106,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000107,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000108,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000109,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000110,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000111,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000112,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000113,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000114,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000115,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000116,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000117,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000118,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000119,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000120,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000121,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000122,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000123,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000124,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000125,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000126,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000127,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000128,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000129,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000130,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000131,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000132,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000133,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000134,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000135,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000136,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000137,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000138,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000139,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000140,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000141,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000142,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000143,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000144,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000145,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000146,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000147,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000148,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000149,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000150,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000151,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000152,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000153,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000154,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000155,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000156,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000157,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000158,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000159,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000160,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000161,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000162,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000163,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000164,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000165,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000166,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000167,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000168,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000169,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000170,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000171,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000172,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000173,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000174,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000175,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000176,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000177,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000178,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000179,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000180,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000181,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000182,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000183,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000184,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000185,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000186,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000187,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000188,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000189,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000190,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000191,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000192,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000193,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000194,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000195,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000196,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000197,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000198,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000199,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000200,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000201,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000202,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000203,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000204,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000205,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000206,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000207,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000208,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000209,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000210,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000211,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000212,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000213,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000214,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000215,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000216,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000217,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000218,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000219,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000220,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000221,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000222,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000223,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000224,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000225,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000226,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000227,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000228,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000229,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
